Date,Product,Produced,Stock
2025-11-10,Widget B,24,206
2025-10-12,Widget C,35,388
2025-07-15,Widget D,47,175
2025-09-14,Widget B,82,295
2025-03-23,Widget C,64,335
2025-04-26,Widget B,78,309
2025-06-25,Widget D,33,318
2025-10-22,Widget B,83,156
2025-05-07,Widget E,80,314
2025-03-07,Widget B,99,190
2025-06-10,Widget D,83,254
2025-04-26,Widget E,69,137
2025-10-08,Widget A,59,127
2025-05-27,Widget C,85,257
2025-09-13,Widget D,20,258
2025-11-06,Widget D,36,226
2025-09-26,Widget D,84,382
2025-01-16,Widget A,76,203
2025-07-14,Widget E,60,131
2025-05-10,Widget E,56,399
2025-08-17,Widget C,32,360
2025-08-24,Widget A,94,177
2025-02-16,Widget A,24,56
2025-04-21,Widget A,27,398
2025-04-23,Widget D,54,399
2025-09-05,Widget A,86,439
2025-09-20,Widget C,31,394
2025-01-27,Widget A,78,459
2025-01-22,Widget B,90,420
2025-09-17,Widget B,65,284
2025-03-10,Widget E,90,438
2025-03-31,Widget A,91,61
2025-06-29,Widget A,71,173
2025-07-09,Widget D,53,141
2025-10-10,Widget E,60,490
2025-10-15,Widget A,53,481
2025-10-30,Widget C,54,161
2025-05-10,Widget D,32,493
2025-11-12,Widget B,64,129
2025-01-13,Widget E,86,296
2025-08-26,Widget B,89,253
2025-04-16,Widget C,31,197
2025-08-16,Widget B,58,268
2025-05-03,Widget B,37,241
2025-09-09,Widget C,67,101
2025-01-01,Widget E,42,94
2025-07-15,Widget C,37,177
2025-08-23,Widget B,54,252
2025-06-30,Widget E,27,234
2025-07-02,Widget D,83,439
2025-01-24,Widget B,30,232
2025-07-12,Widget E,33,323
2025-04-27,Widget B,73,298
2025-11-23,Widget B,91,258
2025-02-22,Widget E,57,271
2025-07-06,Widget E,63,128
2025-04-21,Widget B,30,109
2025-08-31,Widget C,37,365
2025-09-27,Widget B,83,424
2025-03-10,Widget B,39,482
2025-05-31,Widget A,44,438
2025-08-25,Widget C,73,90
2025-05-27,Widget E,21,70
2025-12-27,Widget C,88,193
2025-10-16,Widget D,85,356
2025-09-14,Widget C,44,194
2025-07-04,Widget B,63,254
2025-05-20,Widget E,53,408
2025-07-16,Widget D,54,332
2025-09-04,Widget A,58,211
2025-02-22,Widget B,37,78
2025-09-04,Widget B,43,82
2025-03-04,Widget A,40,397
2025-11-24,Widget D,77,327
2025-12-15,Widget A,75,76
2025-01-23,Widget B,61,500
2025-07-10,Widget A,38,56
2025-04-28,Widget E,44,475
2025-03-16,Widget C,73,364
2025-06-20,Widget D,83,274
2025-05-02,Widget D,37,226
2025-01-23,Widget E,96,407
2025-02-23,Widget E,51,117
2025-11-24,Widget B,27,356
2025-12-20,Widget A,57,153
2025-04-10,Widget B,70,75
2025-07-10,Widget D,31,298
2025-12-14,Widget E,25,381
2025-12-09,Widget A,90,222
2025-04-12,Widget B,99,226
2025-02-14,Widget B,35,178
2025-01-16,Widget E,25,494
2025-01-23,Widget E,64,443
2025-04-10,Widget B,24,335
2025-04-19,Widget E,80,338
2025-01-20,Widget C,20,421
2025-08-21,Widget A,53,326
2025-06-02,Widget D,48,260
2025-05-25,Widget C,55,395
2025-04-06,Widget B,80,108
2025-08-05,Widget E,49,194
2025-08-28,Widget D,52,307
2025-10-08,Widget C,78,125
2025-01-09,Widget A,46,339
2025-08-17,Widget C,25,495
2025-02-28,Widget C,97,128
2025-03-11,Widget A,64,234
2025-08-25,Widget B,94,394
2025-10-10,Widget D,36,375
2025-10-14,Widget A,75,236
2025-02-14,Widget C,100,214
2025-02-28,Widget E,57,467
2025-08-04,Widget A,28,435
2025-10-29,Widget C,52,58
2025-03-13,Widget C,52,356
2025-06-28,Widget B,64,469
2025-10-06,Widget C,81,471
2025-05-05,Widget B,23,303
2025-05-29,Widget C,32,201
2025-11-01,Widget A,71,367
2025-11-07,Widget D,45,162
2025-11-14,Widget B,37,136
2025-01-27,Widget B,41,118
2025-04-08,Widget A,88,224
2025-11-14,Widget B,95,432
2025-12-02,Widget E,86,172
2025-12-22,Widget E,39,408
2025-12-21,Widget D,44,318
2025-12-08,Widget E,24,301
2025-11-24,Widget E,29,96
2025-08-02,Widget A,54,275
2025-06-05,Widget B,91,85
2025-03-09,Widget A,43,342
2025-11-01,Widget B,60,115
2025-07-25,Widget C,98,263
2025-10-20,Widget E,37,267
2025-12-22,Widget B,24,241
2025-09-26,Widget E,30,96
2025-01-31,Widget E,65,187
2025-03-12,Widget E,51,193
2025-02-23,Widget A,54,124
2025-03-03,Widget C,86,246
2025-08-02,Widget E,67,288
2025-09-14,Widget E,42,233
2025-09-07,Widget B,93,458
2025-07-30,Widget D,65,274
2025-03-01,Widget A,53,277
2025-04-18,Widget E,94,203
2025-06-28,Widget C,96,486
2025-09-16,Widget B,56,154
2025-12-19,Widget E,45,82
2025-06-02,Widget D,34,123
2025-06-12,Widget C,39,56
2025-05-04,Widget D,24,195
2025-04-28,Widget E,78,57
2025-12-18,Widget B,96,92
2025-03-06,Widget B,87,352
2025-04-17,Widget C,41,158
2025-10-12,Widget B,26,191
2025-04-03,Widget E,38,154
2025-06-27,Widget D,37,284
2025-12-06,Widget B,34,384
2025-06-04,Widget C,67,239
2025-04-22,Widget E,75,365
2025-11-25,Widget A,53,69
2025-09-19,Widget B,83,183
2025-07-26,Widget C,64,140
2025-04-05,Widget E,41,351
2025-01-14,Widget E,63,484
2025-12-29,Widget B,94,435
2025-02-01,Widget A,96,265
2025-06-25,Widget D,87,468
2025-09-03,Widget A,64,329
2025-09-16,Widget D,21,118
2025-03-29,Widget D,27,422
2025-12-06,Widget C,72,237
2025-05-27,Widget C,73,330
2025-02-24,Widget E,89,136
2025-05-29,Widget E,51,236
2025-11-28,Widget A,22,249
2025-02-17,Widget C,74,468
2025-08-14,Widget D,61,180
2025-06-14,Widget B,64,458
2025-10-10,Widget D,25,404
2025-03-01,Widget E,38,364
2025-10-01,Widget B,67,212
2025-03-12,Widget B,43,210
2025-10-16,Widget E,67,382
2025-04-06,Widget E,53,378
2025-12-05,Widget C,42,373
2025-12-26,Widget A,85,218
2025-06-05,Widget B,62,368
2025-07-12,Widget B,34,103
2025-08-31,Widget A,64,284
2025-08-25,Widget B,59,269
2025-07-23,Widget D,62,291
2025-01-16,Widget D,61,389
2025-08-24,Widget D,33,318
2025-07-15,Widget B,84,50
2025-10-03,Widget D,70,456
2025-10-18,Widget E,29,496
2025-11-24,Widget B,77,142
2025-07-20,Widget A,43,196
2025-01-04,Widget A,83,440
2025-04-18,Widget A,25,116
2025-10-21,Widget B,44,166
2025-07-23,Widget E,41,94
2025-11-10,Widget D,64,290
2025-06-27,Widget A,70,398
2025-12-20,Widget A,24,244
2025-01-22,Widget B,37,73
2025-08-04,Widget E,61,455
2025-05-26,Widget D,77,55
2025-03-13,Widget A,90,81
2025-01-02,Widget E,71,325
2025-08-31,Widget E,68,117
2025-07-12,Widget E,55,435
2025-08-14,Widget C,98,308
2025-03-16,Widget C,57,266
2025-02-13,Widget D,69,454
2025-01-13,Widget B,30,192
2025-08-03,Widget C,75,456
2025-03-12,Widget C,89,433
2025-10-23,Widget C,93,68
2025-02-09,Widget D,61,235
2025-08-17,Widget E,48,121
2025-04-04,Widget A,79,491
2025-03-27,Widget E,30,278
2025-09-25,Widget C,64,449
2025-02-18,Widget A,26,247
2025-11-18,Widget C,59,365
2025-09-23,Widget D,69,224
2025-09-18,Widget D,33,208
2025-09-24,Widget A,28,356
2025-07-10,Widget A,49,182
2025-01-11,Widget D,46,174
2025-07-01,Widget B,77,275
2025-10-17,Widget B,93,86
2025-01-14,Widget D,25,476
2025-03-30,Widget D,53,279
2025-02-24,Widget B,62,64
2025-09-11,Widget B,60,112
2025-06-24,Widget E,32,326
2025-09-04,Widget D,51,315
2025-01-31,Widget A,56,228
2025-07-24,Widget A,99,113
2025-01-09,Widget D,73,365
2025-08-28,Widget E,63,475
2025-06-09,Widget B,39,210
2025-01-15,Widget E,23,283
2025-07-31,Widget C,47,276
2025-08-13,Widget A,85,416
2025-09-10,Widget A,77,166
2025-06-26,Widget C,52,354
2025-04-25,Widget D,23,105
2025-08-04,Widget C,71,231
2025-02-21,Widget C,92,416
2025-11-29,Widget C,89,285
2025-11-11,Widget D,43,434
2025-12-20,Widget A,90,495
2025-03-16,Widget B,53,66
2025-06-18,Widget A,32,118
2025-03-27,Widget E,35,500
2025-04-21,Widget B,79,241
2025-04-21,Widget D,91,447
2025-03-28,Widget D,27,235
2025-11-03,Widget E,100,326
2025-04-02,Widget D,62,151
2025-12-11,Widget E,75,360
2025-12-01,Widget C,96,202
2025-11-25,Widget B,100,317
2025-03-13,Widget E,23,435
2025-07-30,Widget B,35,412
2025-06-18,Widget B,93,408
2025-04-01,Widget C,91,400
2025-02-21,Widget A,68,354
2025-09-01,Widget D,65,194
2025-01-23,Widget C,35,475
2025-02-02,Widget E,74,132
2025-11-26,Widget A,24,298
2025-03-23,Widget E,32,340
2025-08-27,Widget C,96,490
2025-04-17,Widget C,37,393
2025-12-27,Widget E,33,462
2025-02-11,Widget D,88,159
2025-04-30,Widget E,43,195
2025-08-25,Widget D,78,467
2025-12-14,Widget A,22,361
2025-02-27,Widget A,91,431
2025-10-26,Widget C,79,197
2025-10-22,Widget B,29,208
2025-05-22,Widget E,27,257
2025-03-28,Widget E,94,222
2025-07-08,Widget C,70,464
2025-02-13,Widget B,28,134
2025-12-01,Widget C,87,338
2025-05-15,Widget E,36,446
2025-01-04,Widget C,68,371
2025-04-30,Widget E,40,92
2025-03-03,Widget D,88,178
2025-02-22,Widget B,75,210
2025-11-22,Widget C,42,405
2025-07-25,Widget B,48,367
2025-05-31,Widget B,32,179
2025-10-08,Widget D,44,197
2025-02-11,Widget E,48,116
2025-12-02,Widget C,52,274
2025-04-09,Widget B,59,133
2025-09-09,Widget B,31,404
2025-07-13,Widget D,57,493
2025-02-22,Widget B,94,236
2025-01-30,Widget E,72,70
2025-12-13,Widget D,22,190
2025-08-12,Widget A,73,272
2025-07-19,Widget A,36,335
2025-05-25,Widget E,79,412
2025-11-21,Widget D,90,222
2025-03-03,Widget B,57,311
2025-01-07,Widget B,26,340
2025-04-30,Widget E,69,319
2025-09-23,Widget D,59,289
2025-04-29,Widget B,31,127
2025-06-21,Widget C,39,351
2025-07-15,Widget D,40,353
2025-12-06,Widget B,95,351
2025-06-19,Widget B,40,350
2025-08-31,Widget A,65,52
2025-10-28,Widget A,47,231
2025-11-20,Widget A,60,446
2025-09-07,Widget C,98,174
2025-12-05,Widget E,21,290
2025-05-03,Widget C,56,251
2025-08-23,Widget D,97,399
2025-10-17,Widget C,78,423
2025-03-16,Widget C,99,173
2025-06-14,Widget C,77,175
2025-03-19,Widget A,78,431
2025-02-12,Widget D,98,258
2025-07-20,Widget B,31,313
2025-04-24,Widget B,42,193
2025-03-15,Widget A,52,127
2025-10-23,Widget A,76,196
2025-07-26,Widget B,70,314
2025-01-16,Widget A,45,455
2025-05-01,Widget E,50,222
2025-08-28,Widget C,46,390
2025-07-06,Widget B,37,497
2025-12-28,Widget D,46,326
2025-06-30,Widget B,52,50
2025-01-29,Widget E,77,68
2025-11-26,Widget C,29,286
2025-08-09,Widget D,36,186
2025-01-03,Widget C,26,353
2025-04-14,Widget E,59,64
2025-01-28,Widget B,51,155
2025-01-20,Widget C,32,312
2025-07-02,Widget E,40,67
2025-07-18,Widget D,64,275
2025-10-21,Widget D,65,119
2025-12-21,Widget E,67,448
2025-04-07,Widget D,79,323
2025-05-30,Widget D,22,68
2025-01-21,Widget B,46,409
2025-05-11,Widget E,86,176
2025-05-24,Widget E,27,283
2025-04-25,Widget B,94,326
2025-08-22,Widget A,25,212
2025-09-25,Widget A,31,391
2025-12-14,Widget C,53,112
2025-06-11,Widget A,22,85
2025-10-16,Widget B,72,177
2025-09-08,Widget A,49,203
2025-07-21,Widget E,100,56
2025-04-18,Widget D,53,168
2025-08-20,Widget E,30,206
2025-06-21,Widget C,93,457
2025-02-16,Widget D,27,209
2025-11-13,Widget E,48,57
2025-10-03,Widget E,83,156
2025-01-20,Widget D,49,94
2025-08-31,Widget C,77,115
2025-12-07,Widget E,25,166
2025-05-13,Widget B,86,127
2025-06-05,Widget D,63,245
2025-12-01,Widget E,71,194
2025-04-28,Widget B,29,118
2025-12-06,Widget A,87,412
2025-10-17,Widget E,59,303
2025-07-09,Widget C,58,158
2025-04-13,Widget A,41,196
2025-05-31,Widget B,66,182
2025-11-05,Widget C,35,147
2025-02-18,Widget D,64,83
2025-10-28,Widget B,57,455
2025-06-13,Widget D,28,104
2025-09-02,Widget B,55,332
2025-02-28,Widget D,81,282
2025-05-04,Widget A,65,483
2025-11-23,Widget B,46,415
2025-10-05,Widget C,88,314
2025-08-04,Widget E,86,391
2025-07-29,Widget B,29,277
2025-10-10,Widget B,57,370
2025-11-12,Widget C,87,259
2025-05-11,Widget B,52,86
2025-04-22,Widget A,47,187
2025-01-19,Widget B,73,414
2025-01-21,Widget B,85,464
2025-12-18,Widget A,36,440
2025-10-27,Widget B,48,355
2025-10-16,Widget A,67,58
2025-03-21,Widget E,34,396
2025-10-31,Widget E,34,304
2025-11-05,Widget B,95,393
2025-01-27,Widget E,28,380
2025-07-12,Widget D,70,386
2025-12-16,Widget B,54,84
2025-11-22,Widget D,66,234
2025-10-21,Widget C,86,126
2025-07-15,Widget B,59,297
2025-08-19,Widget B,59,207
2025-09-30,Widget E,85,452
2025-08-06,Widget D,52,76
2025-12-17,Widget A,36,411
2025-09-28,Widget E,67,389
2025-11-22,Widget A,60,476
2025-11-21,Widget E,81,341
2025-09-15,Widget B,94,428
2025-12-26,Widget D,95,384
2025-06-07,Widget B,70,365
2025-09-03,Widget D,52,455
2025-08-14,Widget B,63,417
2025-01-11,Widget E,72,267
2025-04-06,Widget B,53,88
2025-10-26,Widget E,54,106
2025-02-20,Widget D,78,161
2025-02-09,Widget D,31,380
2025-04-24,Widget A,61,466
2025-11-25,Widget D,66,475
2025-05-28,Widget C,66,256
2025-07-22,Widget D,57,256
2025-12-09,Widget C,66,193
2025-09-23,Widget E,77,301
2025-06-07,Widget D,62,191
2025-10-12,Widget A,81,162
2025-11-21,Widget B,91,96
2025-06-10,Widget C,98,206
2025-12-04,Widget C,41,138
2025-02-27,Widget A,32,414
2025-11-07,Widget C,53,408
2025-03-19,Widget E,26,385
2025-12-22,Widget D,45,369
2025-08-01,Widget A,54,50
2025-05-01,Widget D,79,451
2025-01-17,Widget D,86,222
2025-09-09,Widget E,38,247
2025-08-06,Widget E,53,75
2025-03-18,Widget E,91,475
2025-04-25,Widget C,51,268
2025-12-04,Widget D,64,227
2025-10-06,Widget E,54,336
2025-12-27,Widget A,87,375
2025-02-18,Widget E,81,492
2025-04-08,Widget D,75,491
2025-07-30,Widget D,78,206
2025-09-26,Widget C,21,286
2025-07-04,Widget A,46,482
2025-01-01,Widget D,94,387
2025-02-17,Widget E,81,84
2025-03-28,Widget D,87,485
2025-04-04,Widget D,59,107
2025-07-16,Widget C,45,249
2025-06-13,Widget D,37,265
2025-09-07,Widget C,44,306
2025-07-28,Widget D,61,297
2025-09-21,Widget E,82,346
2025-01-09,Widget B,61,414
2025-07-08,Widget C,71,292
2025-02-03,Widget B,65,419
2025-04-17,Widget B,36,357
2025-01-19,Widget A,27,222
2025-12-31,Widget C,84,429
2025-04-12,Widget A,46,54
2025-04-09,Widget D,76,482
2025-11-16,Widget E,79,64
2025-04-12,Widget D,89,350
2025-02-01,Widget C,87,255
2025-04-20,Widget C,97,118
2025-12-06,Widget C,55,271
2025-02-20,Widget C,85,499
2025-02-22,Widget B,72,417
2025-08-12,Widget E,50,253
2025-05-26,Widget B,36,308
2025-11-12,Widget C,51,185
2025-08-16,Widget A,25,123
2025-03-26,Widget B,45,260
2025-11-28,Widget B,52,276
2025-02-14,Widget A,65,230
2025-11-30,Widget D,51,370
2025-10-02,Widget C,35,484
2025-10-11,Widget C,95,190
2025-06-17,Widget E,94,75
2025-06-22,Widget B,35,498
2025-02-27,Widget E,63,414
2025-04-02,Widget B,82,261
2025-09-04,Widget A,79,103
2025-09-27,Widget E,57,142
2025-05-18,Widget C,37,493
2025-07-04,Widget A,26,381
2025-08-27,Widget D,84,60
2025-03-31,Widget A,64,146
2025-09-07,Widget C,96,282
2025-05-23,Widget A,78,448
2025-05-28,Widget B,64,417
2025-01-31,Widget D,60,152
2025-10-07,Widget B,36,275
2025-08-28,Widget C,71,270
2025-02-19,Widget C,58,444
2025-02-24,Widget D,87,92
2025-11-03,Widget D,71,446
2025-07-23,Widget E,35,300
2025-01-25,Widget B,83,354
2025-04-12,Widget B,45,113
2025-01-07,Widget B,77,85
2025-06-21,Widget E,77,55
2025-06-05,Widget B,66,229
2025-02-22,Widget D,56,337
2025-11-17,Widget D,42,277
2025-02-26,Widget C,81,379
2025-11-17,Widget B,100,256
2025-01-07,Widget E,98,273
2025-05-02,Widget A,78,72
2025-07-29,Widget E,63,312
2025-09-20,Widget D,70,389
2025-05-11,Widget C,36,146
2025-09-01,Widget E,29,112
2025-01-19,Widget C,35,166
2025-03-01,Widget C,22,75
2025-01-21,Widget B,65,419
2025-05-06,Widget C,83,461
2025-05-31,Widget D,23,257
2025-04-19,Widget B,30,169
2025-03-11,Widget B,60,131
2025-02-08,Widget E,34,132
2025-08-31,Widget B,26,371
2025-06-12,Widget D,97,246
2025-02-27,Widget B,42,429
2025-02-28,Widget A,39,137
2025-08-12,Widget D,66,332
2025-04-10,Widget C,43,492
2025-11-05,Widget C,58,134
2025-01-19,Widget A,25,181
2025-10-01,Widget B,46,452
2025-11-15,Widget A,31,337
2025-04-10,Widget D,77,445
2025-09-10,Widget A,100,395
2025-10-24,Widget E,95,470
2025-02-26,Widget B,75,262
2025-12-21,Widget C,41,439
2025-05-08,Widget D,28,212
2025-08-08,Widget C,77,399
2025-02-09,Widget A,23,334
2025-06-05,Widget E,60,360
2025-10-25,Widget D,38,58
2025-08-31,Widget C,28,383
2025-09-12,Widget B,84,156
2025-01-27,Widget A,92,499
2025-05-05,Widget B,94,431
2025-08-31,Widget A,63,415
2025-05-07,Widget C,99,312
2025-02-12,Widget B,82,105
2025-11-05,Widget D,40,160
2025-09-28,Widget D,37,326
2025-04-19,Widget D,67,490
2025-04-10,Widget A,49,69
2025-08-11,Widget B,66,271
2025-08-25,Widget B,59,388
2025-01-27,Widget C,64,249
2025-06-10,Widget A,26,392
2025-06-07,Widget A,98,308
2025-08-27,Widget E,100,232
2025-02-24,Widget C,58,154
2025-10-04,Widget C,47,227
2025-07-30,Widget E,47,295
2025-04-15,Widget E,64,241
2025-06-14,Widget C,41,427
2025-11-27,Widget A,93,488
2025-05-07,Widget C,31,468
2025-10-22,Widget D,58,126
2025-02-18,Widget A,53,95
2025-09-16,Widget C,62,145
2025-07-06,Widget A,94,468
2025-12-04,Widget C,36,286
2025-03-24,Widget A,32,485
2025-06-26,Widget E,68,491
2025-11-22,Widget A,28,410
2025-12-25,Widget A,22,428
2025-11-27,Widget C,35,421
2025-07-02,Widget C,89,233
2025-04-25,Widget C,94,326
2025-07-14,Widget E,45,84
2025-08-18,Widget D,96,272
2025-05-10,Widget E,34,473
2025-11-12,Widget D,54,442
2025-04-24,Widget D,21,146
2025-06-18,Widget D,100,140
2025-09-12,Widget B,42,472
2025-09-24,Widget A,43,132
2025-05-30,Widget E,37,320
2025-05-29,Widget E,80,76
2025-05-17,Widget E,20,158
2025-09-05,Widget A,54,463
2025-02-27,Widget A,29,365
2025-06-12,Widget C,62,459
2025-01-24,Widget D,69,211
2025-12-31,Widget B,48,165
2025-07-28,Widget A,34,191
2025-10-28,Widget D,53,201
2025-09-17,Widget A,32,497
2025-08-09,Widget E,41,332
2025-08-28,Widget C,90,412
2025-12-12,Widget D,46,236
2025-10-08,Widget B,96,459
2025-03-07,Widget C,100,426
2025-10-30,Widget B,70,126
2025-02-24,Widget E,60,116
2025-09-10,Widget B,43,343
2025-01-23,Widget D,52,436
2025-08-13,Widget B,97,411
2025-01-18,Widget D,76,116
2025-10-18,Widget B,22,72
2025-10-24,Widget D,47,404
2025-01-01,Widget C,22,210
2025-07-17,Widget A,49,469
2025-01-15,Widget E,79,500
2025-10-01,Widget A,29,330
2025-10-12,Widget B,48,101
2025-11-22,Widget D,59,106
2025-08-01,Widget A,80,382
2025-11-12,Widget B,67,349
2025-02-02,Widget B,62,256
2025-10-08,Widget C,97,71
2025-01-16,Widget C,56,145
2025-09-26,Widget D,57,461
2025-04-30,Widget B,44,178
2025-02-10,Widget C,90,61
2025-10-29,Widget A,25,364
2025-07-05,Widget B,53,405
2025-03-20,Widget E,94,366
2025-05-28,Widget E,20,430
2025-12-03,Widget E,63,166
2025-02-19,Widget A,34,142
2025-02-04,Widget A,56,275
2025-09-10,Widget A,100,102
2025-06-20,Widget C,62,330
2025-11-18,Widget B,61,177
2025-09-19,Widget B,93,203
2025-12-29,Widget E,28,177
2025-03-16,Widget E,84,466
2025-12-08,Widget E,99,261
2025-05-01,Widget B,32,401
2025-05-03,Widget C,78,404
2025-07-26,Widget D,39,134
2025-01-26,Widget D,44,276
2025-06-16,Widget B,79,393
2025-12-20,Widget E,79,327
2025-05-23,Widget A,65,94
2025-08-01,Widget C,57,103
2025-02-07,Widget B,71,210
2025-02-07,Widget A,37,172
2025-05-23,Widget C,56,385
2025-03-22,Widget C,72,477
2025-02-16,Widget E,48,415
2025-05-27,Widget A,84,388
2025-04-06,Widget D,41,361
2025-07-23,Widget C,25,441
2025-10-09,Widget C,48,390
2025-07-31,Widget C,54,489
2025-10-29,Widget A,100,200
2025-05-15,Widget B,34,191
2025-12-19,Widget A,56,92
2025-12-01,Widget E,76,330
2025-07-19,Widget A,50,87
2025-12-19,Widget B,74,394
2025-03-11,Widget D,40,57
2025-06-29,Widget C,80,399
2025-12-21,Widget E,75,395
2025-12-07,Widget D,75,191
2025-07-14,Widget B,28,155
2025-08-23,Widget C,85,211
2025-07-30,Widget C,21,175
2025-07-11,Widget B,48,100
2025-11-13,Widget A,55,53
2025-01-30,Widget E,96,457
2025-01-20,Widget C,90,410
2025-03-04,Widget B,86,381
2025-07-22,Widget B,100,116
2025-04-30,Widget E,26,328
2025-05-08,Widget D,47,332
2025-09-11,Widget B,23,459
2025-11-18,Widget A,75,499
2025-07-26,Widget C,30,492
2025-03-09,Widget A,22,51
2025-10-05,Widget A,26,190
2025-10-11,Widget B,32,371
2025-07-05,Widget A,36,242
2025-04-14,Widget C,100,333
2025-10-01,Widget A,44,347
2025-03-24,Widget E,53,137
2025-08-13,Widget A,35,452
2025-01-17,Widget D,80,468
2025-02-08,Widget E,70,215
2025-05-27,Widget A,66,321
2025-08-01,Widget A,68,300
2025-01-28,Widget B,39,292
2025-10-11,Widget A,90,248
2025-05-10,Widget A,93,187
2025-12-22,Widget A,35,212
2025-01-10,Widget B,20,87
2025-11-27,Widget E,87,432
2025-12-25,Widget E,23,102
2025-02-16,Widget A,31,395
2025-11-03,Widget C,61,289
2025-12-06,Widget A,22,345
2025-08-21,Widget B,97,100
2025-02-11,Widget C,28,63
2025-01-12,Widget D,62,337
2025-04-24,Widget C,25,92
2025-02-09,Widget A,56,293
2025-09-02,Widget A,81,420
2025-12-06,Widget B,99,333
2025-03-04,Widget B,35,490
2025-10-03,Widget D,71,343
2025-07-10,Widget A,34,227
2025-01-09,Widget E,66,349
2025-11-03,Widget B,64,464
2025-10-21,Widget D,54,329
2025-02-27,Widget E,26,313
2025-04-20,Widget C,72,498
2025-07-19,Widget B,74,211
2025-10-28,Widget A,54,135
2025-09-15,Widget A,80,83
2025-05-02,Widget A,68,271
2025-01-13,Widget E,84,158
2025-06-29,Widget C,62,458
2025-01-07,Widget A,28,339
2025-11-09,Widget D,70,252
2025-08-05,Widget A,56,171
2025-01-01,Widget C,84,77
2025-10-08,Widget B,62,140
2025-11-09,Widget B,23,109
2025-10-27,Widget D,63,356
2025-08-26,Widget A,22,139
2025-10-20,Widget D,93,251
2025-01-06,Widget D,93,95
2025-10-23,Widget A,27,433
2025-08-02,Widget D,88,475
2025-05-09,Widget E,30,431
2025-11-18,Widget A,76,106
2025-06-06,Widget D,66,345
2025-09-07,Widget C,88,345
2025-10-16,Widget B,75,419
2025-04-16,Widget A,67,349
2025-06-17,Widget D,67,146
2025-02-16,Widget A,77,493
2025-02-12,Widget A,92,323
2025-12-06,Widget D,53,107
2025-10-22,Widget D,85,199
2025-12-11,Widget B,61,265
2025-05-27,Widget B,80,90
2025-08-21,Widget B,51,363
2025-04-01,Widget C,79,410
2025-10-22,Widget C,87,395
2025-08-13,Widget E,72,232
2025-09-07,Widget A,59,431
2025-11-13,Widget E,32,492
2025-12-27,Widget C,59,183
2025-03-18,Widget D,72,252
2025-04-08,Widget E,81,194
2025-12-17,Widget C,49,245
2025-05-17,Widget C,80,373
2025-08-14,Widget D,62,434
2025-10-27,Widget B,89,308
2025-05-29,Widget B,31,343
2025-07-11,Widget C,100,461
2025-05-31,Widget B,22,104
2025-07-09,Widget E,44,241
2025-01-15,Widget B,28,393
2025-05-02,Widget A,25,50
2025-04-16,Widget B,86,368
2025-12-04,Widget D,87,308
2025-02-16,Widget C,37,131
2025-11-30,Widget A,97,323
2025-04-06,Widget E,97,474
2025-09-05,Widget C,100,241
2025-12-24,Widget A,51,221
2025-01-16,Widget A,96,481
2025-05-17,Widget B,66,238
2025-08-29,Widget C,45,386
2025-07-22,Widget B,94,477
2025-06-30,Widget E,74,245
2025-11-06,Widget D,100,66
2025-06-10,Widget D,44,322
2025-06-20,Widget E,83,70
2025-10-21,Widget E,86,366
2025-01-17,Widget B,69,388
2025-01-27,Widget A,40,279
2025-01-18,Widget E,69,298
2025-12-02,Widget D,89,54
2025-05-29,Widget E,42,358
2025-10-29,Widget E,26,493
2025-08-09,Widget B,100,78
2025-03-28,Widget A,88,113
2025-05-02,Widget D,95,478
2025-03-25,Widget B,79,294
2025-08-27,Widget A,89,367
2025-03-13,Widget E,83,99
2025-08-16,Widget A,90,499
2025-05-27,Widget D,34,216
2025-12-03,Widget C,62,354
2025-11-07,Widget A,96,420
2025-03-21,Widget B,93,358
2025-08-14,Widget B,47,308
2025-08-29,Widget A,36,53
2025-11-25,Widget A,41,159
2025-03-23,Widget E,98,475
2025-02-21,Widget B,42,202
2025-07-11,Widget A,53,256
2025-04-07,Widget D,27,322
2025-07-09,Widget A,100,416
2025-08-13,Widget C,56,97
2025-01-20,Widget A,44,76
2025-08-31,Widget C,78,460
2025-09-07,Widget C,22,192
2025-05-18,Widget E,68,214
2025-02-07,Widget D,50,382
2025-06-06,Widget A,23,130
2025-06-20,Widget C,51,104
2025-02-21,Widget D,55,466
2025-01-19,Widget E,21,460
2025-08-10,Widget A,33,112
2025-12-20,Widget C,82,440
2025-05-29,Widget E,73,369
2025-08-20,Widget B,50,215
2025-04-25,Widget A,33,386
2025-07-22,Widget D,54,333
2025-12-10,Widget B,72,483
2025-10-04,Widget A,93,392
2025-06-05,Widget A,100,324
2025-07-08,Widget C,59,51
2025-06-29,Widget A,48,345
2025-04-15,Widget C,89,282
2025-02-21,Widget C,29,226
2025-02-03,Widget C,30,474
2025-02-22,Widget D,65,199
2025-09-18,Widget B,99,75
2025-07-21,Widget B,97,219
2025-01-10,Widget E,45,472
2025-12-01,Widget B,81,217
2025-06-07,Widget D,53,77
2025-09-21,Widget B,33,146
2025-06-15,Widget A,85,430
2025-12-15,Widget C,77,359
2025-08-25,Widget A,49,122
2025-09-11,Widget D,91,79
2025-07-24,Widget E,88,470
2025-05-10,Widget E,56,57
2025-11-01,Widget E,46,106
2025-10-18,Widget C,72,227
2025-05-24,Widget E,38,442
2025-04-12,Widget E,92,62
2025-01-23,Widget C,28,338
2025-12-15,Widget C,89,69
2025-11-23,Widget E,71,212
