Date,Sector,GrowthRate (%),AvgPrice
2025-08-30,Furniture,1.32,61
2025-10-27,Home Appliances,1.15,159
2025-10-30,Toys,3.01,60
2025-10-18,Furniture,4.64,168
2025-02-26,Toys,4.73,165
2025-10-30,Home Appliances,0.77,133
2025-01-31,Home Appliances,4.23,151
2025-11-10,Home Appliances,4.54,89
2025-10-19,Toys,1.03,65
2025-04-08,Furniture,2.99,99
2025-01-26,Toys,2.88,64
2025-02-24,Toys,1.38,50
2025-08-13,Furniture,0.71,165
2025-10-21,Home Appliances,2.12,68
2025-10-08,Furniture,1.88,151
2025-06-09,Toys,4.84,173
2025-03-22,Furniture,2.29,97
2025-04-10,Home Appliances,2.99,123
2025-03-16,Electronics,4.87,59
2025-04-15,Toys,3.85,84
2025-12-20,Toys,2.81,162
2025-07-19,Furniture,4.33,126
2025-05-24,Home Appliances,2.94,190
2025-10-23,Home Appliances,3.99,177
2025-02-10,Electronics,4.04,139
2025-01-15,Toys,4.61,177
2025-04-18,Electronics,2.65,118
2025-11-17,Home Appliances,1.79,195
2025-07-13,Electronics,1.37,64
2025-09-21,Electronics,4.64,95
2025-12-17,Home Appliances,4.64,170
2025-09-28,Home Appliances,3.59,73
2025-02-20,Electronics,3.75,106
2025-04-21,Furniture,4.5,128
2025-08-13,Furniture,1.26,165
2025-11-28,Electronics,2.4,81
2025-10-23,Electronics,2.09,147
2025-08-29,Furniture,1.21,64
2025-10-15,Electronics,3.05,107
2025-11-27,Electronics,1.93,144
2025-10-10,Home Appliances,4.81,79
2025-03-17,Home Appliances,4.48,95
2025-09-13,Furniture,4.45,99
2025-03-18,Electronics,1.99,130
2025-12-27,Furniture,1.09,200
2025-05-06,Toys,3.35,190
2025-04-01,Toys,2.36,176
2025-02-12,Furniture,4.03,155
2025-01-09,Electronics,0.73,68
2025-04-14,Toys,3.58,161
2025-10-28,Home Appliances,3.05,79
2025-04-29,Furniture,3.63,89
2025-01-18,Home Appliances,0.68,94
2025-03-24,Furniture,2.57,58
2025-04-10,Toys,1.65,119
2025-12-25,Home Appliances,2.92,198
2025-08-07,Electronics,0.71,60
2025-12-03,Toys,0.71,120
2025-05-12,Electronics,2.56,198
2025-01-19,Furniture,3.09,116
2025-03-31,Electronics,3.53,168
2025-03-13,Toys,3.52,183
2025-12-01,Electronics,3.2,132
2025-08-25,Electronics,1.54,75
2025-11-19,Toys,2.36,171
2025-03-07,Furniture,1.3,164
2025-01-11,Furniture,1.31,90
2025-07-03,Electronics,3.8,81
2025-08-07,Electronics,0.9,74
2025-08-31,Toys,1.97,84
2025-10-31,Toys,1.3,169
2025-06-15,Toys,1.4,139
2025-09-06,Furniture,4.8,145
2025-04-03,Furniture,3.26,125
2025-11-19,Furniture,2.29,172
2025-09-15,Furniture,2.59,111
2025-02-05,Furniture,1.92,128
2025-11-22,Toys,2.73,150
2025-04-13,Toys,2.5,93
2025-04-19,Electronics,3.59,51
2025-02-22,Home Appliances,3.04,148
2025-01-02,Toys,4.7,119
2025-01-14,Home Appliances,0.85,153
2025-01-01,Home Appliances,2.92,102
2025-12-02,Furniture,3.33,192
2025-10-05,Home Appliances,1.68,56
2025-08-05,Furniture,0.84,71
2025-12-01,Toys,3.66,137
2025-10-25,Furniture,0.64,183
2025-08-28,Toys,1.08,137
2025-01-19,Home Appliances,2.75,166
2025-10-10,Toys,2.21,107
2025-02-02,Toys,1.36,111
2025-09-12,Toys,1.06,132
2025-03-13,Electronics,4.23,149
2025-08-04,Electronics,2.76,142
2025-04-24,Toys,3.86,129
2025-07-31,Toys,4.5,95
2025-01-22,Toys,3.92,160
2025-07-13,Electronics,2.85,92
2025-02-12,Home Appliances,0.84,91
2025-08-24,Home Appliances,2.08,65
2025-06-08,Home Appliances,0.52,178
2025-12-23,Furniture,4.23,54
2025-11-14,Home Appliances,3.79,99
2025-11-07,Furniture,3.95,155
2025-09-26,Toys,1.85,190
2025-07-21,Home Appliances,3.62,129
2025-08-21,Home Appliances,4.79,103
2025-03-30,Toys,3.03,119
2025-11-21,Toys,1.59,58
2025-10-13,Home Appliances,3.56,158
2025-05-05,Electronics,0.86,139
2025-12-22,Electronics,2.68,106
2025-05-17,Furniture,3.38,128
2025-03-12,Home Appliances,3.26,52
2025-04-21,Furniture,4.05,158
2025-02-08,Electronics,4.6,77
2025-08-13,Home Appliances,0.62,82
2025-11-27,Electronics,4.32,76
2025-07-05,Furniture,2.66,109
2025-01-14,Toys,1.84,118
2025-12-10,Furniture,0.66,78
2025-01-06,Home Appliances,2.41,91
2025-06-24,Toys,3.94,109
2025-01-17,Toys,1.58,178
2025-03-07,Toys,0.6,121
2025-02-09,Furniture,1.09,176
2025-08-08,Toys,1.48,129
2025-11-09,Home Appliances,3.37,112
2025-05-20,Home Appliances,2.43,94
2025-08-19,Furniture,4.48,155
2025-06-12,Electronics,3.42,91
2025-05-28,Home Appliances,1.42,179
2025-06-11,Furniture,3.98,50
2025-01-04,Toys,4.32,119
2025-07-17,Toys,1.65,136
2025-12-14,Home Appliances,3.71,126
2025-03-12,Electronics,2.85,86
2025-08-24,Home Appliances,2.58,58
2025-10-29,Toys,4.76,142
2025-05-09,Toys,1.79,108
2025-07-06,Home Appliances,3.54,134
2025-12-01,Furniture,4.75,112
2025-03-04,Home Appliances,1.58,86
2025-04-09,Electronics,1.3,112
2025-07-22,Furniture,4.21,153
2025-10-09,Toys,4.16,135
2025-08-04,Electronics,0.55,139
2025-06-04,Electronics,2.96,85
2025-07-20,Electronics,1.54,128
2025-11-28,Electronics,2.83,89
2025-06-09,Home Appliances,2.68,198
2025-12-10,Furniture,2.06,167
2025-05-08,Furniture,2.16,67
2025-12-29,Toys,1.45,102
2025-05-15,Electronics,4.39,96
2025-01-19,Electronics,3.52,200
2025-01-28,Toys,4.03,120
2025-05-31,Home Appliances,1.58,142
2025-01-16,Electronics,4.32,123
2025-07-30,Toys,3.95,193
2025-03-09,Toys,4.1,71
2025-07-26,Home Appliances,4.6,92
2025-12-05,Toys,1.85,185
2025-09-28,Electronics,2.83,183
2025-05-05,Home Appliances,2.16,124
2025-01-04,Electronics,1.26,65
2025-03-27,Home Appliances,2.67,53
2025-04-04,Furniture,0.94,133
2025-08-06,Toys,1.38,101
2025-05-09,Electronics,2.09,177
2025-11-17,Furniture,4.27,73
2025-02-25,Electronics,2.79,177
2025-02-26,Toys,1.69,86
2025-05-03,Toys,1.02,167
2025-10-03,Electronics,3.45,170
2025-08-04,Home Appliances,0.74,126
2025-06-06,Electronics,3.31,166
2025-11-18,Furniture,1.01,120
2025-02-02,Home Appliances,2.55,61
2025-10-23,Electronics,3.54,150
2025-09-01,Furniture,4.16,122
2025-07-17,Furniture,4.01,76
2025-07-29,Furniture,2.36,97
2025-07-13,Toys,4.74,192
2025-08-12,Home Appliances,2.42,146
2025-12-25,Toys,1.39,188
2025-11-09,Electronics,1.85,72
2025-11-24,Toys,3.13,136
2025-11-29,Electronics,1.51,171
2025-01-01,Electronics,3.31,73
2025-01-05,Furniture,3.03,168
2025-03-25,Toys,1.91,154
2025-09-06,Home Appliances,1.75,68
2025-01-09,Toys,3.13,134
2025-06-20,Home Appliances,3.96,185
2025-07-19,Home Appliances,0.97,141
2025-08-09,Home Appliances,4.85,185
2025-05-03,Electronics,2.12,134
2025-06-08,Electronics,4.46,177
2025-04-11,Furniture,4.06,169
2025-10-03,Home Appliances,1.2,100
2025-10-13,Home Appliances,2.82,107
2025-07-30,Electronics,4.77,83
2025-09-07,Toys,2.02,72
2025-04-24,Electronics,3.0,149
2025-01-24,Furniture,2.38,165
2025-07-05,Electronics,1.92,75
2025-03-01,Home Appliances,2.12,55
2025-07-08,Electronics,0.66,112
2025-02-24,Electronics,1.83,187
2025-06-10,Electronics,3.18,84
2025-04-09,Toys,2.48,111
2025-01-21,Toys,2.9,52
2025-10-15,Electronics,2.17,150
2025-03-28,Home Appliances,4.89,180
2025-02-11,Home Appliances,2.58,186
2025-03-14,Toys,1.32,78
2025-06-14,Furniture,0.52,156
2025-09-13,Electronics,3.98,65
2025-12-23,Home Appliances,2.89,192
2025-02-22,Furniture,4.01,173
2025-06-04,Electronics,3.8,91
2025-01-02,Toys,2.85,127
2025-03-06,Furniture,2.66,127
2025-02-23,Toys,1.32,87
2025-08-22,Home Appliances,0.76,134
2025-10-12,Home Appliances,4.28,158
2025-02-05,Furniture,4.85,56
2025-04-11,Home Appliances,4.82,162
2025-05-14,Electronics,2.9,90
2025-07-14,Toys,2.3,91
2025-09-23,Furniture,2.56,177
2025-05-29,Furniture,1.97,102
2025-08-29,Home Appliances,3.07,132
2025-05-28,Furniture,3.34,138
2025-07-21,Toys,4.02,92
2025-12-12,Furniture,0.56,173
2025-01-13,Electronics,2.34,136
2025-06-24,Electronics,4.99,183
2025-06-03,Electronics,2.02,101
2025-04-17,Toys,4.18,84
2025-06-30,Home Appliances,4.24,60
2025-09-15,Toys,4.34,168
2025-04-18,Home Appliances,2.36,140
2025-04-01,Electronics,4.58,190
2025-10-07,Toys,1.87,179
2025-05-22,Electronics,4.6,78
2025-01-14,Electronics,3.34,114
2025-12-01,Home Appliances,3.68,197
2025-03-29,Electronics,4.07,177
2025-12-19,Furniture,1.98,105
2025-09-23,Furniture,3.05,136
2025-12-21,Toys,4.42,179
2025-12-09,Home Appliances,2.47,179
2025-12-05,Furniture,4.59,113
2025-07-11,Home Appliances,1.77,157
2025-03-26,Electronics,3.82,91
2025-07-14,Furniture,4.99,112
2025-09-17,Toys,0.74,161
2025-11-02,Toys,3.32,84
2025-04-29,Toys,4.83,171
2025-02-10,Home Appliances,0.95,102
2025-08-09,Toys,4.84,85
2025-08-18,Electronics,1.57,123
2025-03-31,Electronics,4.78,84
2025-05-02,Home Appliances,1.59,192
2025-03-05,Electronics,3.92,165
2025-03-20,Toys,2.3,140
2025-03-30,Electronics,1.47,133
2025-11-02,Electronics,1.33,162
2025-09-27,Electronics,1.62,94
2025-11-17,Toys,1.1,197
2025-09-05,Home Appliances,1.32,56
2025-06-25,Home Appliances,0.53,148
2025-08-06,Toys,4.75,149
2025-02-19,Home Appliances,3.12,70
2025-07-28,Furniture,3.06,122
2025-03-11,Toys,4.43,52
2025-06-04,Home Appliances,2.44,64
2025-11-11,Electronics,2.94,168
2025-02-19,Electronics,3.75,125
2025-09-03,Electronics,4.46,113
2025-11-27,Home Appliances,2.19,108
2025-09-15,Electronics,3.18,104
2025-12-29,Electronics,1.81,149
2025-06-10,Toys,2.84,127
2025-02-07,Toys,4.09,149
2025-05-26,Electronics,3.7,189
2025-07-21,Furniture,1.68,139
2025-08-03,Furniture,3.13,195
2025-10-21,Electronics,0.56,190
2025-03-17,Home Appliances,0.82,50
2025-03-03,Home Appliances,0.61,171
2025-05-30,Home Appliances,4.97,155
2025-02-26,Furniture,4.98,170
2025-10-17,Home Appliances,2.16,155
2025-10-27,Furniture,1.26,167
2025-03-13,Electronics,1.34,76
2025-04-15,Home Appliances,0.52,97
2025-03-07,Home Appliances,4.2,50
2025-10-02,Furniture,2.73,178
2025-11-07,Furniture,1.28,58
2025-02-12,Home Appliances,4.3,53
2025-04-12,Toys,4.46,197
2025-03-04,Home Appliances,1.42,136
2025-07-26,Toys,3.31,118
2025-03-28,Electronics,1.24,133
2025-06-12,Toys,4.3,172
2025-09-14,Electronics,2.32,115
2025-09-30,Toys,4.6,75
2025-06-09,Electronics,1.55,146
2025-02-20,Furniture,3.67,53
2025-09-11,Toys,4.71,59
2025-07-26,Toys,3.0,134
2025-01-14,Toys,3.75,197
2025-02-23,Electronics,1.88,81
2025-12-03,Home Appliances,2.47,146
2025-03-22,Furniture,4.88,71
2025-05-27,Home Appliances,1.96,179
2025-03-26,Furniture,3.36,63
2025-12-17,Furniture,2.77,116
2025-03-17,Electronics,3.09,185
2025-12-15,Electronics,0.93,191
2025-12-25,Home Appliances,1.16,147
2025-04-21,Home Appliances,2.18,165
2025-07-22,Home Appliances,4.84,68
2025-10-10,Home Appliances,0.98,63
2025-05-18,Toys,3.28,61
2025-05-04,Home Appliances,2.9,184
2025-04-06,Electronics,4.78,174
2025-08-07,Furniture,0.51,72
2025-03-07,Furniture,1.29,118
2025-06-25,Home Appliances,4.4,117
2025-08-14,Toys,0.58,127
2025-04-17,Toys,2.67,90
2025-07-25,Furniture,2.59,108
2025-03-19,Home Appliances,3.09,151
2025-05-23,Toys,2.48,104
2025-09-24,Furniture,1.08,98
2025-01-13,Electronics,3.13,86
2025-09-30,Furniture,1.39,83
2025-10-12,Furniture,2.77,80
2025-12-20,Home Appliances,1.93,120
2025-09-09,Toys,4.55,58
2025-06-09,Electronics,3.0,50
2025-01-03,Electronics,0.89,100
2025-07-15,Furniture,2.29,187
2025-12-21,Home Appliances,0.91,137
2025-02-01,Electronics,3.12,124
2025-04-16,Furniture,4.94,121
2025-11-15,Home Appliances,1.76,168
2025-09-01,Electronics,1.16,156
2025-08-21,Furniture,2.35,154
2025-10-09,Toys,3.37,102
2025-01-16,Furniture,4.7,130
2025-12-08,Furniture,1.4,122
2025-04-09,Furniture,2.63,136
2025-10-25,Furniture,4.21,74
2025-06-22,Toys,4.89,90
2025-11-05,Electronics,4.46,123
2025-04-25,Toys,3.64,188
2025-12-18,Furniture,3.5,191
2025-04-02,Toys,1.52,130
2025-04-17,Electronics,2.81,117
2025-12-07,Furniture,2.83,122
2025-10-20,Furniture,2.11,155
2025-01-26,Furniture,2.49,165
2025-03-25,Furniture,1.87,105
2025-09-28,Furniture,1.95,198
2025-10-04,Furniture,4.75,176
2025-08-16,Electronics,0.76,199
2025-11-07,Furniture,1.24,132
2025-03-11,Home Appliances,1.69,59
2025-03-23,Toys,3.59,108
2025-09-30,Furniture,0.76,98
2025-08-01,Home Appliances,2.32,103
2025-03-23,Furniture,3.11,66
2025-07-24,Electronics,4.82,144
2025-10-29,Electronics,4.62,172
2025-07-06,Furniture,2.18,143
2025-04-20,Furniture,4.64,68
2025-06-07,Toys,2.66,58
2025-10-26,Toys,3.6,197
2025-04-04,Toys,2.63,111
2025-03-13,Furniture,4.43,179
2025-02-10,Electronics,1.38,64
2025-09-20,Furniture,2.0,108
2025-11-26,Electronics,2.06,67
2025-12-02,Electronics,4.58,175
2025-11-28,Home Appliances,0.69,79
2025-01-02,Toys,4.98,88
2025-06-12,Home Appliances,1.97,58
2025-06-27,Home Appliances,0.92,161
2025-01-10,Home Appliances,3.67,161
2025-05-08,Electronics,3.36,140
2025-03-01,Toys,4.76,177
2025-11-11,Electronics,4.2,76
2025-06-28,Toys,3.02,125
2025-12-17,Home Appliances,4.17,134
2025-10-16,Toys,4.44,148
2025-05-10,Home Appliances,1.79,120
2025-12-29,Electronics,0.57,183
2025-01-30,Toys,1.67,174
2025-11-29,Furniture,0.91,184
2025-04-12,Toys,1.0,86
2025-08-14,Toys,4.94,90
2025-03-29,Toys,4.96,122
2025-12-17,Electronics,4.03,86
2025-03-06,Home Appliances,4.63,102
2025-01-22,Electronics,4.95,129
2025-09-06,Furniture,4.01,160
2025-01-27,Toys,2.62,182
2025-11-23,Electronics,2.61,100
2025-11-11,Home Appliances,3.45,64
2025-07-02,Home Appliances,2.0,196
2025-09-28,Home Appliances,4.46,96
2025-11-06,Toys,4.39,135
2025-02-14,Furniture,4.99,111
2025-05-21,Electronics,1.38,72
2025-07-02,Furniture,4.35,130
2025-06-22,Electronics,2.67,174
2025-08-15,Toys,3.38,87
2025-11-01,Furniture,3.22,117
2025-12-12,Electronics,4.68,177
2025-05-11,Home Appliances,3.64,90
2025-10-01,Toys,1.45,58
2025-09-10,Home Appliances,3.58,141
2025-09-08,Toys,1.42,146
2025-12-01,Toys,3.58,166
2025-11-04,Electronics,3.67,98
2025-05-29,Toys,3.09,57
2025-04-08,Electronics,3.18,200
2025-01-11,Furniture,3.28,114
2025-03-24,Home Appliances,1.5,110
2025-02-10,Home Appliances,3.94,74
2025-11-17,Furniture,4.93,76
2025-08-27,Electronics,0.94,113
2025-09-17,Toys,2.78,146
2025-02-11,Furniture,0.94,96
2025-12-24,Home Appliances,0.7,69
2025-04-23,Electronics,1.48,154
2025-11-17,Toys,3.85,188
2025-05-16,Furniture,0.8,108
2025-12-31,Electronics,1.94,167
2025-05-17,Electronics,1.93,98
2025-11-12,Furniture,0.68,63
2025-01-31,Home Appliances,1.11,92
2025-06-18,Toys,4.41,129
2025-04-28,Toys,1.46,59
2025-09-27,Furniture,4.41,70
2025-04-09,Electronics,1.83,76
2025-11-09,Home Appliances,1.41,74
2025-07-19,Electronics,3.78,199
2025-01-31,Toys,0.85,162
2025-08-08,Toys,3.93,195
2025-04-07,Furniture,2.36,104
2025-11-12,Home Appliances,3.56,144
2025-06-01,Toys,1.26,190
2025-04-13,Furniture,2.02,184
2025-05-15,Furniture,4.63,144
2025-01-08,Furniture,4.95,136
2025-09-06,Home Appliances,4.03,175
2025-05-17,Toys,2.63,182
2025-11-17,Home Appliances,4.94,138
2025-01-22,Furniture,0.94,117
2025-03-16,Home Appliances,3.32,89
2025-03-30,Toys,2.08,122
2025-05-27,Toys,3.81,92
2025-10-13,Furniture,1.6,181
2025-02-13,Home Appliances,0.68,119
2025-08-27,Furniture,3.19,115
2025-02-25,Furniture,1.99,107
2025-02-05,Electronics,3.17,64
2025-07-22,Home Appliances,2.61,134
2025-05-25,Furniture,1.62,82
2025-01-01,Furniture,3.61,94
2025-11-02,Furniture,4.57,120
2025-07-25,Electronics,1.78,119
2025-09-25,Electronics,2.41,148
2025-05-28,Home Appliances,0.65,77
2025-03-14,Home Appliances,2.79,102
2025-03-28,Toys,1.49,156
2025-11-22,Toys,2.36,131
2025-05-26,Electronics,2.34,134
2025-01-10,Toys,4.15,69
2025-02-23,Home Appliances,4.97,196
2025-02-21,Toys,3.11,114
2025-02-07,Furniture,3.49,179
2025-01-15,Toys,3.91,183
2025-08-01,Toys,3.69,167
2025-05-10,Home Appliances,3.42,141
2025-04-22,Toys,0.87,54
2025-08-11,Toys,1.62,55
2025-01-27,Home Appliances,2.14,73
2025-09-04,Furniture,4.44,194
2025-12-16,Electronics,1.33,177
2025-11-04,Electronics,2.41,59
2025-04-15,Electronics,0.94,159
2025-01-25,Home Appliances,1.45,55
2025-03-17,Toys,2.59,80
2025-12-13,Electronics,2.5,163
2025-07-30,Furniture,2.45,153
2025-09-30,Toys,1.54,195
2025-03-11,Furniture,2.07,108
2025-12-08,Electronics,0.9,67
2025-01-22,Home Appliances,2.1,188
2025-05-06,Home Appliances,1.69,87
2025-06-18,Furniture,2.6,183
2025-10-05,Toys,4.63,124
2025-06-25,Home Appliances,1.37,135
2025-03-10,Home Appliances,1.42,158
2025-11-21,Electronics,4.87,163
2025-03-02,Toys,2.46,82
2025-02-01,Home Appliances,4.9,126
2025-12-16,Electronics,3.19,121
2025-06-10,Toys,3.25,181
2025-03-26,Furniture,1.49,65
2025-04-14,Home Appliances,4.34,107
2025-12-30,Electronics,3.71,115
2025-02-06,Toys,3.68,198
2025-11-30,Furniture,4.12,116
2025-10-25,Home Appliances,2.27,181
2025-12-11,Electronics,2.89,91
2025-03-30,Toys,1.83,94
2025-12-02,Toys,2.99,161
2025-06-06,Home Appliances,3.13,140
2025-03-29,Home Appliances,3.31,94
2025-02-12,Home Appliances,2.73,95
2025-08-27,Toys,1.19,176
2025-01-08,Toys,4.18,66
2025-04-13,Furniture,4.86,147
2025-06-25,Electronics,4.04,72
2025-06-30,Furniture,2.52,157
2025-07-05,Home Appliances,2.34,58
2025-07-25,Furniture,2.32,125
2025-08-11,Furniture,3.77,99
2025-01-26,Furniture,1.22,114
2025-03-28,Furniture,2.44,91
2025-01-04,Furniture,1.75,182
2025-06-13,Toys,3.64,129
2025-02-08,Toys,2.55,86
2025-09-11,Furniture,1.17,129
2025-04-25,Home Appliances,4.24,93
2025-06-09,Electronics,1.31,170
2025-11-18,Electronics,3.82,97
2025-08-04,Furniture,1.3,85
2025-01-21,Toys,2.7,77
2025-05-19,Home Appliances,2.12,103
2025-11-25,Toys,3.21,194
2025-04-16,Toys,2.38,107
2025-07-19,Toys,3.74,88
2025-02-19,Electronics,4.85,141
2025-03-19,Electronics,4.2,105
2025-01-06,Toys,0.72,144
2025-11-03,Home Appliances,2.92,182
2025-11-01,Home Appliances,0.96,52
2025-10-13,Toys,1.15,98
2025-09-03,Home Appliances,3.31,65
2025-07-17,Furniture,3.3,98
2025-02-23,Home Appliances,4.25,94
2025-07-07,Electronics,0.54,62
2025-09-24,Furniture,1.61,116
2025-08-12,Toys,4.65,70
2025-10-24,Electronics,1.51,178
2025-09-28,Furniture,4.93,133
2025-01-18,Toys,4.0,117
2025-07-26,Toys,1.64,103
2025-06-12,Home Appliances,1.45,150
2025-02-08,Toys,0.76,85
2025-01-22,Home Appliances,3.43,187
2025-02-10,Furniture,0.59,101
2025-02-17,Toys,2.29,199
2025-10-14,Toys,2.43,61
2025-10-19,Home Appliances,2.43,55
2025-07-08,Electronics,3.81,93
2025-08-16,Furniture,4.3,102
2025-01-31,Home Appliances,1.37,93
2025-10-27,Furniture,3.91,57
2025-08-13,Electronics,4.98,58
2025-12-25,Electronics,1.34,143
2025-12-17,Home Appliances,4.75,153
2025-09-05,Toys,3.78,189
2025-08-02,Electronics,3.95,177
2025-04-30,Home Appliances,0.71,141
2025-02-20,Electronics,2.65,171
2025-02-04,Toys,0.92,179
2025-01-27,Home Appliances,1.78,190
2025-12-17,Home Appliances,2.56,153
2025-08-10,Toys,2.67,116
2025-10-17,Home Appliances,3.77,64
2025-11-18,Toys,2.02,87
2025-12-27,Toys,4.78,165
2025-07-06,Furniture,3.92,180
2025-09-28,Home Appliances,1.74,95
2025-07-10,Electronics,3.09,116
2025-11-01,Electronics,3.13,145
2025-05-05,Toys,3.72,153
2025-07-29,Toys,4.67,144
2025-04-29,Toys,0.81,187
2025-12-02,Toys,2.95,195
2025-11-11,Toys,1.62,92
2025-03-05,Home Appliances,1.29,172
2025-11-16,Home Appliances,3.23,124
2025-10-11,Furniture,2.79,64
2025-12-24,Furniture,4.71,198
2025-10-10,Home Appliances,0.56,77
2025-09-17,Toys,3.18,111
2025-07-25,Furniture,4.64,79
2025-08-14,Furniture,0.93,141
2025-12-01,Electronics,2.17,113
2025-08-24,Home Appliances,1.69,55
2025-08-08,Furniture,2.61,145
2025-10-19,Toys,3.77,95
2025-05-19,Electronics,2.79,196
2025-10-25,Furniture,2.24,76
2025-08-19,Furniture,3.96,116
2025-10-13,Toys,4.99,91
2025-10-23,Electronics,4.0,122
2025-10-11,Home Appliances,4.99,141
2025-04-03,Toys,1.53,135
2025-07-15,Toys,2.09,115
2025-03-03,Toys,2.65,102
2025-07-03,Electronics,2.67,112
2025-10-21,Furniture,1.33,135
2025-03-12,Home Appliances,3.3,140
2025-06-26,Home Appliances,4.34,133
2025-05-21,Toys,1.41,61
2025-12-23,Home Appliances,2.23,172
2025-09-13,Toys,1.79,62
2025-06-17,Toys,3.37,119
2025-05-31,Toys,1.26,91
2025-02-01,Electronics,4.74,103
2025-01-10,Furniture,1.97,147
2025-03-27,Furniture,1.14,101
2025-07-10,Home Appliances,2.79,181
2025-01-20,Furniture,3.31,105
2025-03-31,Electronics,3.16,89
2025-08-27,Furniture,2.47,55
2025-04-06,Home Appliances,0.58,123
2025-10-25,Furniture,1.22,197
2025-01-02,Electronics,1.18,118
2025-03-16,Furniture,2.27,118
2025-09-04,Electronics,3.18,61
2025-02-09,Furniture,3.52,150
2025-01-13,Electronics,4.09,151
2025-07-06,Furniture,2.82,175
2025-07-18,Home Appliances,1.27,82
2025-08-24,Furniture,2.46,61
2025-03-08,Electronics,3.45,135
2025-09-20,Toys,3.16,50
2025-08-27,Toys,4.5,118
2025-02-05,Home Appliances,3.92,93
2025-02-26,Electronics,1.55,131
2025-04-26,Home Appliances,2.44,111
2025-10-07,Electronics,0.81,159
2025-09-14,Toys,1.12,188
2025-03-16,Furniture,3.73,91
2025-07-26,Electronics,2.48,115
2025-03-19,Toys,3.19,196
2025-10-01,Furniture,0.55,146
2025-02-23,Toys,2.21,133
2025-12-19,Toys,1.46,122
2025-06-23,Furniture,3.05,135
2025-01-19,Electronics,4.55,92
2025-06-07,Furniture,2.48,106
2025-04-08,Toys,3.23,114
2025-09-23,Electronics,4.83,111
2025-07-05,Home Appliances,2.23,60
2025-11-30,Furniture,1.5,171
2025-11-25,Home Appliances,3.42,82
2025-11-14,Electronics,4.32,161
2025-11-16,Home Appliances,3.07,66
2025-08-05,Home Appliances,2.63,128
2025-06-30,Electronics,1.42,168
2025-01-16,Electronics,4.81,172
2025-04-09,Home Appliances,4.31,93
2025-01-07,Furniture,1.03,105
2025-05-14,Electronics,1.75,136
2025-05-30,Toys,4.14,177
2025-11-28,Furniture,3.35,155
2025-08-09,Electronics,2.32,69
2025-04-01,Home Appliances,2.3,162
2025-07-01,Toys,0.88,123
2025-03-14,Home Appliances,2.61,142
2025-12-27,Toys,2.43,62
2025-06-15,Furniture,4.39,61
2025-12-06,Furniture,2.29,80
2025-10-09,Toys,1.03,95
2025-02-13,Home Appliances,2.32,156
2025-09-23,Home Appliances,1.21,54
2025-08-19,Toys,4.0,62
2025-03-27,Electronics,3.38,68
2025-01-28,Furniture,0.76,123
2025-07-19,Home Appliances,2.54,163
2025-02-11,Toys,0.74,51
2025-07-29,Toys,4.63,142
2025-12-11,Home Appliances,2.89,91
2025-03-26,Electronics,1.93,168
2025-05-06,Home Appliances,3.46,179
2025-02-13,Home Appliances,2.88,185
2025-05-06,Furniture,1.01,121
2025-11-08,Electronics,3.61,107
2025-06-18,Electronics,4.15,68
2025-01-30,Home Appliances,4.32,166
2025-09-22,Furniture,3.9,57
2025-01-04,Electronics,4.2,94
2025-08-23,Home Appliances,4.41,122
2025-09-28,Furniture,2.65,126
2025-06-13,Electronics,1.95,86
2025-02-27,Electronics,2.55,86
2025-01-08,Home Appliances,3.04,106
2025-11-09,Furniture,1.13,200
2025-12-16,Home Appliances,4.66,66
2025-02-08,Furniture,1.46,75
2025-01-11,Furniture,4.04,136
2025-03-04,Furniture,3.74,151
2025-03-22,Electronics,4.43,148
2025-11-19,Home Appliances,2.46,160
2025-06-06,Furniture,0.52,151
2025-01-09,Furniture,1.89,196
2025-03-27,Home Appliances,2.98,188
2025-10-13,Furniture,1.82,110
2025-09-26,Toys,1.24,97
2025-01-20,Toys,4.76,102
2025-07-24,Home Appliances,4.08,58
2025-05-20,Toys,3.83,151
2025-03-16,Home Appliances,4.95,121
2025-03-11,Toys,4.81,90
2025-01-29,Electronics,2.69,73
2025-10-13,Toys,4.27,73
2025-10-11,Home Appliances,1.37,145
2025-12-20,Furniture,3.83,144
2025-02-26,Toys,1.21,110
2025-09-06,Electronics,1.42,53
2025-05-03,Home Appliances,4.31,104
2025-01-23,Home Appliances,1.78,82
2025-03-26,Home Appliances,2.13,136
2025-06-19,Electronics,3.27,190
2025-11-28,Electronics,0.98,62
2025-02-26,Electronics,4.18,167
2025-06-20,Electronics,2.58,169
2025-11-11,Toys,2.25,182
2025-03-01,Toys,4.52,86
2025-10-19,Furniture,4.68,94
2025-08-07,Furniture,3.82,132
2025-08-21,Electronics,1.8,134
2025-07-15,Electronics,2.56,62
2025-10-01,Home Appliances,1.36,112
2025-08-08,Toys,3.69,133
2025-09-30,Home Appliances,4.04,188
2025-11-28,Furniture,3.29,99
2025-12-15,Home Appliances,2.33,141
2025-08-28,Electronics,2.6,54
2025-11-18,Electronics,3.44,50
2025-06-15,Electronics,4.49,98
2025-11-09,Furniture,3.38,135
2025-05-16,Toys,1.45,101
2025-01-23,Electronics,1.19,151
2025-11-09,Electronics,2.78,172
2025-03-27,Toys,2.34,89
2025-06-10,Toys,1.14,128
2025-12-12,Toys,1.11,75
2025-01-18,Electronics,2.22,118
2025-04-17,Furniture,3.79,60
