Date,Competitor,Product,Quantity,Revenue
2025-02-02,CompZ,Widget A,38,1900
2025-08-01,CompY,Widget E,26,442
2025-03-10,CompY,Widget D,11,187
2025-11-25,CompX,Widget E,5,75
2025-06-19,CompZ,Widget A,26,312
2025-04-30,CompZ,Widget D,39,1716
2025-08-10,CompX,Widget D,34,1292
2025-10-17,CompZ,Widget D,15,450
2025-11-12,CompX,Widget E,42,1218
2025-05-25,CompZ,Widget A,50,850
2025-10-04,CompZ,Widget B,20,540
2025-04-23,CompZ,Widget D,24,528
2025-03-28,CompZ,Widget C,9,279
2025-11-10,CompX,Widget A,30,1380
2025-08-18,CompX,Widget A,36,756
2025-11-26,CompX,Widget A,14,686
2025-11-22,CompZ,Widget C,33,957
2025-02-28,CompX,Widget B,34,1088
2025-03-29,CompY,Widget B,7,203
2025-06-11,CompY,Widget A,7,350
2025-12-16,CompX,Widget B,23,552
2025-05-10,CompX,Widget A,17,408
2025-04-08,CompX,Widget D,44,1452
2025-10-01,CompZ,Widget B,24,744
2025-01-31,CompY,Widget B,17,680
2025-12-27,CompY,Widget C,21,819
2025-05-07,CompZ,Widget A,11,407
2025-05-20,CompZ,Widget D,6,120
2025-10-12,CompX,Widget B,30,930
2025-11-17,CompY,Widget B,35,1260
2025-01-18,CompZ,Widget B,40,1160
2025-08-28,CompZ,Widget E,5,185
2025-04-29,CompY,Widget B,21,483
2025-04-12,CompX,Widget C,37,1221
2025-07-31,CompX,Widget E,26,1066
2025-10-04,CompZ,Widget A,24,288
2025-04-27,CompY,Widget C,12,444
2025-11-19,CompZ,Widget E,19,494
2025-01-15,CompY,Widget B,47,987
2025-09-22,CompZ,Widget E,10,240
2025-03-20,CompX,Widget C,18,810
2025-04-07,CompY,Widget E,30,1170
2025-07-13,CompX,Widget A,1,25
2025-05-07,CompX,Widget C,34,1360
2025-06-14,CompY,Widget E,49,1960
2025-03-04,CompX,Widget E,36,1656
2025-11-01,CompY,Widget E,40,680
2025-11-08,CompX,Widget B,17,697
2025-10-06,CompX,Widget B,41,1312
2025-04-18,CompY,Widget B,26,832
2025-08-27,CompY,Widget B,28,924
2025-05-24,CompZ,Widget A,21,525
2025-09-21,CompX,Widget D,42,420
2025-01-28,CompY,Widget A,45,1125
2025-09-20,CompZ,Widget E,36,720
2025-10-13,CompZ,Widget C,50,1350
2025-02-17,CompZ,Widget B,44,1364
2025-06-30,CompX,Widget B,30,840
2025-06-12,CompY,Widget A,4,104
2025-11-08,CompX,Widget D,26,806
2025-02-02,CompY,Widget A,8,296
2025-06-18,CompZ,Widget C,20,540
2025-02-28,CompY,Widget D,43,602
2025-11-22,CompZ,Widget E,11,550
2025-05-16,CompZ,Widget C,6,132
2025-05-30,CompX,Widget D,18,360
2025-04-21,CompX,Widget E,4,48
2025-02-22,CompX,Widget D,29,406
2025-08-30,CompZ,Widget A,15,255
2025-12-11,CompY,Widget A,38,912
2025-05-12,CompY,Widget E,48,1536
2025-01-15,CompX,Widget A,38,1254
2025-07-02,CompX,Widget B,15,675
2025-08-10,CompY,Widget B,7,98
2025-12-25,CompY,Widget D,2,54
2025-08-29,CompZ,Widget E,13,364
2025-10-10,CompZ,Widget D,36,504
2025-08-30,CompY,Widget B,47,1269
2025-04-29,CompZ,Widget D,25,975
2025-07-04,CompZ,Widget A,24,1080
2025-12-16,CompZ,Widget C,37,1739
2025-01-28,CompY,Widget B,25,1225
2025-04-12,CompZ,Widget A,27,891
2025-01-11,CompY,Widget B,15,225
2025-07-25,CompZ,Widget A,30,1050
2025-12-12,CompY,Widget C,44,1936
2025-03-07,CompZ,Widget C,17,459
2025-10-09,CompX,Widget C,38,1482
2025-08-28,CompY,Widget C,25,250
2025-08-15,CompY,Widget D,6,144
2025-03-06,CompZ,Widget A,2,90
2025-01-01,CompY,Widget A,31,527
2025-04-12,CompY,Widget C,33,1650
2025-02-27,CompY,Widget E,25,500
2025-09-12,CompZ,Widget B,24,936
2025-10-30,CompY,Widget A,14,700
2025-05-08,CompZ,Widget B,36,828
2025-11-16,CompY,Widget A,24,888
2025-01-16,CompZ,Widget E,44,1760
2025-01-30,CompX,Widget B,4,88
2025-10-21,CompY,Widget A,13,234
2025-01-04,CompY,Widget D,43,1204
2025-09-19,CompY,Widget B,20,240
2025-12-05,CompX,Widget D,46,828
2025-11-14,CompY,Widget E,12,384
2025-07-18,CompX,Widget E,40,480
2025-10-01,CompZ,Widget B,43,2107
2025-10-02,CompZ,Widget A,39,819
2025-11-21,CompZ,Widget A,45,990
2025-08-02,CompY,Widget E,26,468
2025-06-10,CompZ,Widget B,30,540
2025-01-22,CompX,Widget E,32,1440
2025-07-18,CompX,Widget E,3,123
2025-04-20,CompZ,Widget A,5,160
2025-03-10,CompX,Widget A,19,836
2025-03-09,CompY,Widget E,16,304
2025-06-02,CompX,Widget A,4,176
2025-12-07,CompY,Widget E,19,627
2025-10-24,CompZ,Widget B,6,276
2025-08-06,CompY,Widget A,10,350
2025-07-21,CompY,Widget B,15,195
2025-01-19,CompZ,Widget E,31,1364
2025-05-22,CompX,Widget E,33,891
2025-05-25,CompX,Widget B,13,195
2025-09-07,CompY,Widget D,29,493
2025-05-04,CompZ,Widget D,49,784
2025-06-17,CompZ,Widget A,10,490
2025-09-10,CompZ,Widget C,32,864
2025-03-17,CompY,Widget A,10,480
2025-07-02,CompY,Widget D,27,270
2025-07-29,CompY,Widget C,26,312
2025-10-29,CompY,Widget D,8,168
2025-09-28,CompX,Widget C,6,210
2025-05-23,CompZ,Widget E,47,1598
2025-11-08,CompY,Widget B,11,440
2025-01-12,CompX,Widget D,46,2208
2025-06-04,CompY,Widget E,3,147
2025-05-03,CompZ,Widget E,18,288
2025-02-23,CompZ,Widget C,37,666
2025-08-14,CompZ,Widget A,17,425
2025-06-07,CompZ,Widget A,11,506
2025-06-27,CompY,Widget C,19,437
2025-08-14,CompY,Widget C,2,28
2025-11-15,CompZ,Widget A,49,1078
2025-09-13,CompY,Widget E,42,1596
2025-05-28,CompY,Widget C,19,513
2025-10-15,CompY,Widget E,43,731
2025-02-21,CompZ,Widget B,6,96
2025-07-30,CompZ,Widget A,43,1806
2025-03-28,CompX,Widget B,38,1406
2025-06-26,CompX,Widget E,4,80
2025-09-09,CompX,Widget D,23,1081
2025-07-08,CompX,Widget D,40,1000
2025-10-02,CompY,Widget D,10,450
2025-04-14,CompZ,Widget A,21,525
2025-12-04,CompY,Widget D,33,1485
2025-04-30,CompX,Widget D,23,897
2025-09-13,CompY,Widget C,50,900
2025-04-30,CompZ,Widget D,3,150
2025-06-27,CompZ,Widget C,8,160
2025-05-22,CompZ,Widget B,19,589
2025-04-22,CompY,Widget E,40,1640
2025-08-14,CompX,Widget A,40,1360
2025-06-19,CompY,Widget E,3,120
2025-07-10,CompY,Widget D,16,688
2025-06-05,CompZ,Widget B,25,725
2025-05-13,CompY,Widget C,7,112
2025-02-15,CompX,Widget A,27,1242
2025-08-31,CompZ,Widget A,25,275
2025-04-13,CompY,Widget D,20,660
2025-08-30,CompZ,Widget D,47,987
2025-02-26,CompY,Widget B,15,240
2025-02-19,CompZ,Widget E,22,506
2025-04-08,CompY,Widget C,14,574
2025-08-26,CompX,Widget E,26,910
2025-04-17,CompX,Widget B,3,48
2025-06-10,CompZ,Widget B,42,1050
2025-01-21,CompX,Widget E,26,1248
2025-06-21,CompY,Widget D,2,64
2025-06-16,CompX,Widget D,24,240
2025-12-20,CompX,Widget E,20,560
2025-12-18,CompX,Widget D,3,69
2025-07-14,CompZ,Widget A,47,2350
2025-03-13,CompY,Widget D,23,989
2025-03-29,CompZ,Widget D,37,999
2025-02-02,CompX,Widget A,30,900
2025-01-26,CompX,Widget D,3,75
2025-04-30,CompX,Widget C,34,1496
2025-06-26,CompY,Widget E,3,48
2025-04-09,CompZ,Widget B,36,1116
2025-11-06,CompY,Widget D,5,50
2025-03-07,CompZ,Widget B,26,598
2025-01-11,CompY,Widget B,18,360
2025-07-07,CompY,Widget A,39,1053
2025-04-06,CompX,Widget D,43,1806
2025-09-14,CompY,Widget C,27,1215
2025-04-30,CompX,Widget C,10,420
2025-12-02,CompX,Widget A,15,495
2025-10-03,CompZ,Widget D,17,221
2025-12-28,CompZ,Widget B,30,1140
2025-03-15,CompX,Widget B,49,1274
2025-07-08,CompY,Widget D,27,810
2025-04-03,CompZ,Widget A,11,352
2025-04-29,CompY,Widget B,1,12
2025-02-25,CompY,Widget D,49,2352
2025-09-23,CompZ,Widget C,5,210
2025-06-28,CompX,Widget E,45,1260
2025-03-04,CompX,Widget D,27,729
2025-11-12,CompZ,Widget A,15,465
2025-12-14,CompY,Widget E,45,1260
2025-02-27,CompX,Widget E,43,1161
2025-08-23,CompY,Widget B,38,1026
2025-07-30,CompX,Widget A,16,192
2025-05-28,CompX,Widget C,39,507
2025-10-23,CompY,Widget A,5,160
2025-02-21,CompX,Widget B,26,546
2025-12-20,CompY,Widget D,24,240
2025-04-16,CompY,Widget E,46,874
2025-04-29,CompX,Widget C,21,252
2025-08-03,CompY,Widget B,14,280
2025-01-22,CompZ,Widget A,10,460
2025-09-01,CompZ,Widget C,30,750
2025-06-14,CompY,Widget B,17,782
2025-10-18,CompY,Widget B,29,1218
2025-07-21,CompX,Widget C,42,1092
2025-10-10,CompX,Widget E,16,752
2025-05-07,CompX,Widget E,34,816
2025-01-13,CompY,Widget D,32,960
2025-06-11,CompY,Widget B,37,1147
2025-08-25,CompX,Widget D,31,1550
2025-01-04,CompY,Widget A,27,891
2025-05-12,CompZ,Widget B,41,1148
2025-06-02,CompX,Widget C,46,2300
2025-08-10,CompZ,Widget D,38,1064
2025-01-12,CompX,Widget E,30,510
2025-03-27,CompZ,Widget A,16,800
2025-01-22,CompX,Widget D,13,494
2025-12-13,CompX,Widget E,42,462
2025-11-16,CompZ,Widget D,27,702
2025-01-18,CompZ,Widget A,38,532
2025-07-29,CompY,Widget B,42,630
2025-06-09,CompZ,Widget A,43,1333
2025-11-25,CompY,Widget B,31,899
2025-05-21,CompY,Widget E,4,84
2025-09-14,CompX,Widget B,20,360
2025-01-21,CompX,Widget B,21,546
2025-08-06,CompX,Widget E,29,1189
2025-02-07,CompZ,Widget C,14,378
2025-03-01,CompZ,Widget B,12,504
2025-04-05,CompX,Widget C,12,372
2025-06-21,CompZ,Widget B,3,114
2025-08-02,CompX,Widget E,45,990
2025-02-15,CompY,Widget B,15,195
2025-06-03,CompZ,Widget A,24,1176
2025-10-14,CompX,Widget E,9,441
2025-12-19,CompY,Widget B,36,720
2025-01-05,CompZ,Widget C,9,144
2025-01-19,CompY,Widget E,31,310
2025-05-04,CompZ,Widget D,21,819
2025-09-21,CompX,Widget A,43,559
2025-07-26,CompZ,Widget C,19,513
2025-07-04,CompZ,Widget A,46,782
2025-04-05,CompX,Widget B,37,1221
2025-12-17,CompZ,Widget B,5,165
2025-12-05,CompX,Widget B,7,224
2025-04-08,CompY,Widget E,29,290
2025-03-11,CompX,Widget A,43,645
2025-12-01,CompY,Widget D,39,1326
2025-03-05,CompY,Widget A,6,162
2025-10-02,CompZ,Widget C,29,1073
2025-06-16,CompZ,Widget E,23,805
2025-11-15,CompX,Widget B,11,341
2025-04-10,CompX,Widget E,30,600
2025-01-26,CompY,Widget C,29,493
2025-05-31,CompX,Widget B,6,192
2025-07-18,CompY,Widget A,23,989
2025-04-23,CompY,Widget B,28,1288
2025-11-23,CompZ,Widget D,28,532
2025-07-20,CompX,Widget A,27,378
2025-08-26,CompY,Widget B,34,1088
2025-10-28,CompY,Widget C,42,1848
2025-02-22,CompY,Widget C,3,123
2025-01-02,CompX,Widget B,42,1680
2025-10-07,CompY,Widget E,20,920
2025-01-21,CompX,Widget D,10,150
2025-02-25,CompZ,Widget C,30,1410
2025-05-31,CompY,Widget B,3,135
2025-09-10,CompZ,Widget C,27,432
2025-07-11,CompY,Widget E,33,1155
2025-10-29,CompX,Widget A,27,1269
2025-02-22,CompX,Widget E,12,444
2025-12-13,CompZ,Widget B,40,2000
2025-01-27,CompX,Widget A,16,352
2025-11-02,CompY,Widget D,33,627
2025-02-28,CompX,Widget B,18,432
2025-11-26,CompZ,Widget A,21,882
2025-09-03,CompY,Widget D,3,120
2025-12-20,CompZ,Widget D,43,1204
2025-10-21,CompZ,Widget B,39,1521
2025-10-05,CompX,Widget B,37,370
2025-11-29,CompX,Widget B,25,725
2025-08-07,CompZ,Widget C,32,800
2025-06-14,CompZ,Widget E,40,1880
2025-06-13,CompX,Widget A,44,1012
2025-11-23,CompZ,Widget C,41,656
2025-12-18,CompX,Widget C,1,35
2025-07-28,CompY,Widget D,17,782
2025-03-04,CompX,Widget E,8,256
2025-06-26,CompX,Widget C,36,900
2025-02-27,CompX,Widget A,50,650
2025-02-28,CompX,Widget A,29,580
2025-01-05,CompZ,Widget C,21,483
2025-09-14,CompY,Widget E,38,1786
2025-10-08,CompX,Widget B,2,48
2025-02-03,CompY,Widget A,8,344
2025-02-05,CompZ,Widget E,32,416
2025-12-19,CompZ,Widget D,25,1150
2025-06-20,CompY,Widget C,25,900
2025-11-05,CompX,Widget A,4,84
2025-04-09,CompZ,Widget E,9,324
2025-04-14,CompX,Widget C,44,1452
2025-11-14,CompX,Widget B,3,63
2025-04-08,CompZ,Widget D,45,630
2025-07-08,CompY,Widget E,22,968
2025-07-11,CompY,Widget E,42,1680
2025-10-10,CompX,Widget D,28,616
2025-12-07,CompZ,Widget B,32,1216
2025-04-15,CompY,Widget A,9,360
2025-07-13,CompX,Widget C,16,288
2025-08-30,CompY,Widget E,27,1161
2025-09-19,CompY,Widget B,14,616
2025-01-09,CompY,Widget C,31,1209
2025-06-28,CompY,Widget E,45,495
2025-10-17,CompZ,Widget E,19,190
2025-01-18,CompY,Widget A,22,770
2025-10-21,CompY,Widget C,31,806
2025-02-19,CompX,Widget D,20,800
2025-07-31,CompY,Widget B,32,928
2025-09-15,CompZ,Widget D,18,216
2025-06-02,CompX,Widget A,7,273
2025-02-17,CompZ,Widget A,16,704
2025-08-04,CompX,Widget C,1,42
2025-07-13,CompX,Widget E,27,1134
2025-12-18,CompY,Widget C,25,750
2025-11-23,CompY,Widget A,38,1254
2025-11-24,CompX,Widget B,7,343
2025-08-02,CompZ,Widget B,12,264
2025-04-03,CompZ,Widget A,8,112
2025-09-05,CompZ,Widget D,44,1320
2025-01-29,CompX,Widget D,30,1320
2025-11-07,CompY,Widget E,44,2156
2025-03-02,CompY,Widget B,21,231
2025-10-31,CompX,Widget C,8,200
2025-01-26,CompX,Widget E,7,70
2025-03-22,CompY,Widget D,35,1330
2025-09-17,CompX,Widget B,45,1260
2025-01-14,CompY,Widget C,32,1312
2025-06-11,CompY,Widget E,14,252
2025-05-22,CompY,Widget C,5,250
2025-06-30,CompZ,Widget D,39,546
2025-10-01,CompZ,Widget E,47,752
2025-07-22,CompZ,Widget C,5,110
2025-11-18,CompY,Widget E,43,903
2025-09-30,CompX,Widget D,9,270
2025-07-18,CompY,Widget A,44,1980
2025-02-28,CompY,Widget E,36,900
2025-01-23,CompX,Widget A,49,1715
2025-09-27,CompY,Widget D,44,1672
2025-08-02,CompX,Widget A,32,864
2025-04-02,CompY,Widget C,44,748
2025-06-24,CompX,Widget D,14,560
2025-04-04,CompX,Widget B,19,665
2025-03-05,CompX,Widget E,32,576
2025-12-31,CompX,Widget D,30,690
2025-10-20,CompX,Widget A,35,1365
2025-02-16,CompZ,Widget C,44,1936
2025-02-23,CompY,Widget B,25,850
2025-05-13,CompZ,Widget B,18,882
2025-03-07,CompY,Widget C,23,414
2025-09-21,CompX,Widget D,43,1634
2025-10-02,CompY,Widget A,1,13
2025-08-28,CompZ,Widget E,4,80
2025-04-30,CompX,Widget E,50,2500
2025-09-11,CompY,Widget A,32,1280
2025-05-07,CompY,Widget D,42,1806
2025-01-07,CompZ,Widget D,42,588
2025-12-01,CompZ,Widget B,32,1376
2025-08-04,CompX,Widget D,41,533
2025-08-22,CompX,Widget C,1,50
2025-02-05,CompX,Widget D,13,455
2025-08-13,CompZ,Widget A,4,80
2025-07-05,CompY,Widget D,6,264
2025-01-30,CompX,Widget E,50,2250
2025-11-21,CompZ,Widget E,38,456
2025-04-17,CompZ,Widget E,6,246
2025-04-10,CompX,Widget A,1,20
2025-05-30,CompZ,Widget B,22,308
2025-08-21,CompY,Widget B,44,1804
2025-05-16,CompX,Widget A,45,630
2025-03-02,CompY,Widget D,6,180
2025-02-10,CompX,Widget A,28,1120
2025-07-23,CompY,Widget B,42,1092
2025-04-02,CompY,Widget D,40,1960
2025-08-10,CompY,Widget E,44,792
2025-12-21,CompX,Widget D,38,1140
2025-06-14,CompY,Widget C,19,798
2025-10-07,CompY,Widget D,29,1305
2025-08-15,CompX,Widget E,18,396
2025-07-15,CompX,Widget B,21,987
2025-03-04,CompZ,Widget D,40,1320
2025-08-26,CompZ,Widget B,42,1932
2025-07-01,CompY,Widget D,29,1189
2025-02-10,CompX,Widget D,29,435
2025-01-03,CompX,Widget C,4,160
2025-05-15,CompX,Widget B,15,630
2025-06-09,CompX,Widget E,17,459
2025-11-13,CompY,Widget A,37,1739
2025-03-01,CompX,Widget E,23,920
2025-03-29,CompZ,Widget B,49,1666
2025-10-25,CompY,Widget B,34,1258
2025-02-16,CompX,Widget A,44,1848
2025-12-26,CompY,Widget D,4,48
2025-05-23,CompX,Widget B,45,1350
2025-11-10,CompZ,Widget B,12,192
2025-11-02,CompY,Widget B,28,784
2025-07-21,CompX,Widget E,4,152
2025-08-21,CompY,Widget D,18,648
2025-05-14,CompZ,Widget A,1,42
2025-06-09,CompZ,Widget D,44,660
2025-08-06,CompZ,Widget C,30,540
2025-12-29,CompZ,Widget E,10,430
2025-02-22,CompX,Widget B,15,540
2025-01-09,CompX,Widget A,16,592
2025-10-07,CompY,Widget E,38,1216
2025-01-11,CompY,Widget C,12,528
2025-10-09,CompX,Widget D,41,1025
2025-05-16,CompZ,Widget E,27,567
2025-12-01,CompY,Widget B,43,602
2025-10-10,CompZ,Widget C,6,150
2025-04-26,CompX,Widget D,46,1012
2025-06-17,CompY,Widget E,23,828
2025-07-01,CompZ,Widget D,31,775
2025-12-15,CompZ,Widget E,49,686
2025-04-03,CompZ,Widget E,43,1290
2025-08-09,CompZ,Widget E,40,760
2025-04-21,CompY,Widget A,42,672
2025-03-19,CompZ,Widget A,33,495
2025-05-03,CompZ,Widget E,39,1404
2025-12-09,CompX,Widget E,3,39
2025-11-17,CompZ,Widget D,48,2160
2025-03-19,CompX,Widget E,25,1200
2025-07-12,CompY,Widget A,47,2021
2025-10-14,CompY,Widget B,47,1739
2025-12-05,CompY,Widget E,39,1365
2025-03-01,CompX,Widget A,3,132
2025-12-05,CompX,Widget A,39,1794
2025-08-02,CompZ,Widget B,15,450
2025-12-25,CompZ,Widget B,5,210
2025-03-31,CompX,Widget E,21,1050
2025-12-12,CompY,Widget C,3,129
2025-06-20,CompX,Widget B,29,1247
2025-10-01,CompY,Widget C,39,1404
2025-05-06,CompY,Widget D,40,800
2025-07-27,CompZ,Widget C,11,264
2025-12-03,CompZ,Widget D,31,992
2025-06-28,CompY,Widget A,47,1974
2025-06-06,CompZ,Widget B,46,460
2025-11-10,CompZ,Widget C,9,153
2025-03-02,CompY,Widget A,17,799
2025-01-16,CompY,Widget B,46,1518
2025-05-23,CompY,Widget E,28,1260
2025-11-04,CompY,Widget E,46,2300
2025-11-03,CompZ,Widget E,2,42
2025-10-03,CompY,Widget A,26,1014
2025-06-20,CompX,Widget E,15,240
2025-03-06,CompY,Widget E,16,576
2025-01-20,CompY,Widget E,43,516
2025-01-17,CompX,Widget E,6,96
2025-10-19,CompX,Widget C,11,264
2025-04-16,CompX,Widget D,44,704
2025-12-02,CompY,Widget B,4,56
2025-02-25,CompY,Widget B,8,168
2025-10-08,CompY,Widget D,5,80
2025-10-07,CompZ,Widget B,50,800
2025-08-09,CompY,Widget B,38,1596
2025-09-22,CompY,Widget D,9,108
2025-12-27,CompZ,Widget C,15,315
2025-05-29,CompX,Widget A,27,351
2025-03-21,CompX,Widget C,25,1100
2025-10-11,CompX,Widget C,9,243
2025-01-30,CompX,Widget A,30,780
2025-04-10,CompY,Widget E,27,378
2025-05-05,CompZ,Widget B,27,1215
2025-08-27,CompZ,Widget C,13,481
2025-06-18,CompX,Widget B,49,1470
2025-06-23,CompZ,Widget C,48,2304
2025-04-24,CompX,Widget A,43,516
2025-06-05,CompX,Widget E,47,1457
2025-11-24,CompX,Widget D,29,406
2025-11-22,CompY,Widget E,36,1548
2025-10-01,CompZ,Widget B,47,1786
2025-03-05,CompY,Widget E,4,200
2025-10-08,CompZ,Widget A,15,360
2025-04-08,CompX,Widget B,47,1692
2025-03-14,CompZ,Widget A,46,1794
2025-03-13,CompY,Widget B,14,252
2025-12-17,CompY,Widget D,39,1443
2025-05-26,CompY,Widget E,46,1058
2025-06-14,CompY,Widget C,24,1008
2025-04-21,CompZ,Widget E,40,1040
2025-08-10,CompY,Widget C,20,400
2025-12-11,CompY,Widget A,16,592
2025-04-28,CompX,Widget B,4,168
2025-04-15,CompX,Widget D,25,1175
2025-06-25,CompY,Widget A,17,595
2025-12-08,CompY,Widget E,46,1564
2025-10-26,CompY,Widget D,2,76
2025-06-25,CompZ,Widget D,48,1824
2025-12-22,CompY,Widget B,23,1035
2025-07-31,CompZ,Widget A,33,330
2025-04-25,CompY,Widget C,15,255
2025-06-18,CompX,Widget D,19,817
2025-10-03,CompZ,Widget D,4,192
2025-12-24,CompY,Widget E,16,352
2025-08-26,CompX,Widget C,12,288
2025-11-26,CompZ,Widget B,4,188
2025-05-02,CompY,Widget E,18,486
2025-03-29,CompZ,Widget B,47,1833
2025-09-20,CompZ,Widget C,6,264
2025-02-23,CompX,Widget B,3,120
2025-08-14,CompY,Widget C,14,602
2025-11-27,CompY,Widget B,26,702
2025-01-17,CompZ,Widget B,41,697
2025-09-29,CompX,Widget A,39,1170
2025-01-19,CompZ,Widget C,14,308
2025-03-02,CompZ,Widget C,5,225
2025-12-01,CompZ,Widget A,19,437
2025-12-30,CompZ,Widget D,22,418
2025-09-30,CompZ,Widget A,9,387
2025-06-08,CompZ,Widget A,14,616
2025-03-11,CompZ,Widget E,22,1012
2025-06-27,CompX,Widget A,8,256
2025-04-07,CompZ,Widget D,23,299
2025-01-23,CompX,Widget B,10,420
2025-12-21,CompY,Widget B,4,196
2025-08-20,CompZ,Widget B,48,1920
2025-07-18,CompX,Widget D,10,120
2025-03-12,CompY,Widget B,5,115
2025-02-10,CompY,Widget B,35,875
2025-09-03,CompZ,Widget A,20,940
2025-02-06,CompY,Widget B,50,1500
2025-04-02,CompY,Widget A,21,504
2025-08-15,CompX,Widget E,1,39
2025-05-12,CompX,Widget C,14,266
2025-11-20,CompX,Widget C,3,81
2025-06-20,CompX,Widget B,9,135
2025-12-26,CompY,Widget D,25,1025
2025-02-08,CompZ,Widget A,19,285
2025-01-13,CompZ,Widget E,40,640
2025-11-17,CompZ,Widget A,32,864
2025-04-13,CompZ,Widget C,19,532
2025-07-21,CompY,Widget D,20,780
2025-02-24,CompY,Widget D,8,288
2025-11-25,CompZ,Widget A,17,493
2025-10-19,CompY,Widget E,12,276
2025-02-11,CompX,Widget B,10,260
2025-11-27,CompX,Widget C,8,80
2025-01-12,CompY,Widget A,36,540
2025-12-11,CompX,Widget B,18,738
2025-08-06,CompX,Widget D,3,150
2025-10-02,CompY,Widget B,25,525
2025-10-31,CompZ,Widget B,41,1845
2025-04-28,CompZ,Widget D,4,160
2025-05-05,CompY,Widget A,36,1620
2025-09-10,CompY,Widget B,23,598
2025-03-25,CompY,Widget A,32,1056
2025-03-19,CompY,Widget E,44,968
2025-11-12,CompX,Widget D,37,1110
2025-09-22,CompY,Widget D,37,518
2025-10-22,CompY,Widget C,23,506
2025-08-15,CompZ,Widget D,29,1015
2025-02-21,CompX,Widget D,3,78
2025-08-26,CompX,Widget B,41,1435
2025-05-16,CompY,Widget C,22,770
2025-05-22,CompZ,Widget A,8,312
2025-01-05,CompX,Widget A,9,405
2025-08-21,CompZ,Widget B,49,2107
2025-06-04,CompZ,Widget A,36,504
2025-08-30,CompX,Widget C,17,238
2025-07-09,CompZ,Widget E,50,1300
2025-08-26,CompX,Widget D,16,416
2025-06-22,CompZ,Widget E,38,798
2025-08-05,CompY,Widget A,39,741
2025-12-17,CompX,Widget A,48,1008
2025-02-05,CompX,Widget A,36,432
2025-01-15,CompZ,Widget A,34,1666
2025-02-15,CompZ,Widget B,50,1500
2025-01-18,CompY,Widget D,5,250
2025-01-18,CompX,Widget B,21,1050
2025-05-23,CompY,Widget B,6,210
2025-03-11,CompX,Widget E,21,483
2025-04-18,CompY,Widget D,3,63
2025-08-05,CompZ,Widget B,46,1978
2025-11-19,CompX,Widget B,39,1170
2025-10-17,CompX,Widget B,40,480
2025-01-10,CompX,Widget B,45,1395
2025-04-17,CompX,Widget B,18,810
2025-08-30,CompZ,Widget D,40,640
2025-09-27,CompZ,Widget C,33,429
2025-05-21,CompY,Widget A,24,432
2025-06-18,CompZ,Widget D,49,1176
2025-10-12,CompZ,Widget C,23,414
2025-09-05,CompY,Widget A,34,1292
2025-12-23,CompX,Widget C,32,1088
2025-05-08,CompZ,Widget D,7,273
2025-03-16,CompY,Widget C,6,138
2025-09-03,CompZ,Widget A,35,1435
2025-11-01,CompZ,Widget B,3,72
2025-01-24,CompY,Widget D,15,615
2025-09-11,CompY,Widget A,44,1496
2025-11-16,CompY,Widget D,47,752
2025-04-16,CompZ,Widget B,7,266
2025-12-02,CompZ,Widget B,33,1452
2025-10-21,CompZ,Widget A,32,672
2025-12-23,CompX,Widget B,38,760
2025-02-12,CompZ,Widget A,27,1188
2025-08-15,CompX,Widget A,7,238
2025-12-22,CompX,Widget B,21,294
2025-03-04,CompY,Widget D,37,888
2025-02-27,CompY,Widget D,11,253
2025-02-25,CompY,Widget E,15,255
2025-08-16,CompY,Widget C,38,1444
2025-02-08,CompY,Widget C,4,200
2025-01-04,CompX,Widget A,41,779
2025-11-21,CompY,Widget C,23,828
2025-10-19,CompX,Widget A,23,667
2025-09-06,CompY,Widget A,39,585
2025-10-27,CompY,Widget B,18,612
2025-05-06,CompZ,Widget B,41,1517
2025-04-18,CompY,Widget A,29,609
2025-05-29,CompX,Widget A,41,697
2025-12-06,CompZ,Widget B,45,990
2025-10-09,CompZ,Widget A,37,518
2025-05-01,CompX,Widget D,50,2500
2025-12-29,CompZ,Widget A,12,216
2025-10-05,CompY,Widget E,24,1128
2025-11-01,CompY,Widget D,18,756
2025-12-13,CompZ,Widget E,42,462
2025-04-29,CompY,Widget E,50,1550
2025-07-28,CompY,Widget C,3,111
2025-09-20,CompZ,Widget B,15,345
2025-12-03,CompX,Widget A,12,528
2025-02-20,CompZ,Widget B,3,36
2025-11-30,CompX,Widget E,45,675
2025-06-19,CompY,Widget E,10,160
2025-06-22,CompY,Widget C,37,666
2025-04-30,CompY,Widget A,14,630
2025-06-18,CompZ,Widget C,14,448
2025-07-27,CompX,Widget B,42,420
2025-08-07,CompX,Widget D,50,1600
2025-10-24,CompZ,Widget E,46,2162
2025-12-12,CompZ,Widget E,24,792
2025-12-08,CompZ,Widget C,34,442
2025-09-22,CompX,Widget C,11,110
2025-07-12,CompX,Widget D,50,750
2025-11-01,CompY,Widget D,13,546
2025-09-19,CompZ,Widget D,29,1160
2025-05-20,CompX,Widget E,35,1015
2025-09-08,CompY,Widget D,18,342
2025-08-03,CompY,Widget C,6,240
2025-07-11,CompX,Widget E,34,1088
2025-01-17,CompZ,Widget A,44,440
2025-11-21,CompY,Widget A,44,1144
2025-05-01,CompZ,Widget A,50,1600
2025-06-11,CompX,Widget B,18,702
2025-01-26,CompY,Widget E,15,150
2025-07-02,CompX,Widget B,40,560
